8139	1	15070
13413	1	15071
9759	1	15072
2719	0	15073
4410	0	15074
4389	0	15075
13728	0	15076
10198	0	15077
6623	1	15078
13650	0	14961
1437	0	15079
10170	0	15080
11064	0	15081
9426	0	15082
6669	1	15083
11434	2	15033
10609	1	15084
14514	0	15085
10935	0	15005
10068	0	15086
4779	1	15087
9720	1	15088
2433	1	14919
12823	0	15089
12591	0	14964
4909	0	15090
11880	1	15091
6704	2	15092
654	0	15093
14288	0	15094
4721	0	15095
1173	0	15096
9269	0	15097
3061	0	15098
4906	1	15099
9589	1	15100
10298	0	14964
13788	0	15101
8937	1	15102
1389	0	15103
10817	0	15104
5573	0	15105
14043	0	15106
5733	0	15107
13641	0	15108
6969	0	15109
1421	0	14912
252	1	15043
9713	2	14924
1196	0	15110
9708	0	15111
6585	1	15043
6775	0	15112
9832	0	15113
8449	0	15114
5225	0	15115
12552	4	15116
8666	1	15117
1818	0	15118
3585	1	15119
8959	0	15120
9154	0	15121
2384	0	15122
7746	1	15123
10785	0	15124
10653	0	15125
5920	0	15126
8482	0	15127
8208	0	15128
4297	0	15129
10883	0	15130
13575	2	14924
7506	0	15131
15132	1	15133
14684	1	15134
13563	0	15135
11172	0	15136
3694	0	15137
10466	2	15033
5536	1	15138
8864	0	15139
5391	0	15140
12484	0	15141
3619	0	15142
3294	0	15143
8743	0	15144
1806	0	14973
8682	1	15145
9982	0	15045
4691	0	15146
12427	0	15147
5717	0	15148
11865	0	15149
11709	0	15150
13068	0	15151
6325	1	15152
2709	0	14963
6866	0	15153
495	0	15154
3776	0	15155
761	0	15156
6495	1	15157
2225	0	15158
7786	0	15159
11933	0	15160
8453	1	14939
4283	1	15161
5258	1	15162
7656	0	15163
2585	0	15164
12238	1	15165
4559	0	15166
12463	0	15167
1802	0	14916
3812	1	15168
6324	0	15169
14317	0	15170
9316	0	15171
12749	1	15168
5589	1	15172
8599	0	15173
12404	0	15174
3081	0	15175
8007	0	15176
11602	0	15177
2040	1	15178
10000	0	15179
1145	1	14954
2838	0	15180
9167	0	15181
11713	0	15182
14559	0	15183
14894	0	15184
12620	1	15185
3676	1	15186
4628	0	15187
11522	0	15188
8857	0	15189
11675	1	15190
9482	0	15191
14625	1	15192
2102	0	15193
983	3	15194
2093	0	15195
673	0	15196
8164	0	14967
12867	0	15197
11260	0	15198
1957	0	15199
11041	0	15200
12093	0	15201
4450	0	15202
7042	0	15203
5539	0	15204
6903	0	15205
9537	5	15206
9378	1	15207
9562	0	15208
11937	0	15209
4420	0	15210
4262	1	15211
13513	0	15212
5607	0	15213
2786	0	15214
10757	0	15215
7115	0	15216
14511	1	15217
5089	0	15218
10407	0	15219
2725	0	15220
10964	1	15087
5926	0	15221
5514	0	15222
11378	0	15223
7	0	15224
1001	0	15225
8556	0	15003
4178	1	15088
13208	0	15226
7618	0	15227
2793	1	15228
12135	0	15229
13634	0	15230
3720	0	15231
7730	2	14924
9820	0	15232
9594	1	14939
3353	1	15233
8465	0	15234
8012	0	15235
12287	0	15236
5946	0	15237
11777	0	15238
9847	1	14923
7084	0	15239
428	0	15240
6812	0	15241
4486	0	15242
8873	1	15243
10967	0	14964
13086	0	15244
14110	0	15245
14772	0	15153
768	0	15246
8509	1	14939
10889	1	14998
4018	0	15247
635	0	15248
5353	0	15249
14376	0	15250
10996	0	15251
7643	0	15252
5327	0	15253
4595	0	15254
11184	0	15255
12210	0	15256
10805	0	15257
2241	0	15258
1635	1	15259
3357	0	15260
6040	0	15261
8164	1	15262
3293	0	15263
11241	0	15264
5860	0	14910
12952	0	15265
4162	0	15266
7104	1	15267
9001	0	15268
6753	1	15269
1020	1	15270
2760	0	14961
3549	0	15271
15272	0	15273
1904	0	15274
3604	0	15275
12121	0	15276
6422	0	15277
9544	0	15278
8555	0	15279
12686	1	15280
9414	1	15070
2433	0	15281
1249	0	15282
2919	1	15283
6312	0	15284
6525	0	15285
3395	0	15286
10223	0	15287
12601	0	15288
2683	2	14931
6823	0	15289
6104	0	15290
7223	0	15291
6696	0	15292
2796	1	15133
1254	0	15293
7532	1	15294
13873	0	15295
2360	0	15296
8615	0	15297
5198	0	15298
1879	1	15299
8827	0	15300
1186	0	15301
10482	0	15302
10226	0	15303
13920	0	15304
5508	0	15305
9935	0	15306
9836	0	15307
11769	2	15092
4492	0	15308
792	1	15165
8031	0	15309
623	0	15310
9852	0	15311
3955	0	15312
568	0	15313
7044	0	15314
2189	0	15315
11979	0	15316
10650	0	15317
10957	0	15318
14855	0	15319
6109	0	15320
11892	0	15321
12546	1	15088
8053	0	15322
9614	1	15323
7867	0	15324
8131	0	15325
1390	0	15326
2234	0	15327
2429	1	15328
5534	0	15329
7974	1	15330
4905	1	15331
11909	1	15078
6939	0	15332
8644	0	15149
6084	0	15333
3764	0	15334
4499	0	15335
3932	0	15336
677	1	15337
12530	0	15338
13514	0	15339
3411	1	15133
12263	0	15340
11839	0	15341
12753	0	15342
12090	0	15343
3363	0	15344
14869	0	15345
6831	0	15346
7324	0	15347
3184	0	15348
8953	0	15349
5273	0	15350
14784	0	15201
14195	1	15351
204	0	15352
11752	0	15353
6175	0	15354
5757	0	15301
14829	0	15355
9737	0	15356
11863	0	15357
13915	0	15358
8907	0	15359
13831	0	15360
10142	1	15361
2149	0	15362
6613	1	15363
14825	0	15364
2863	1	15087
445	0	15193
14783	0	15365
8717	2	15366
5172	0	15367
1245	1	15087
3445	0	15368
5616	0	15369
1585	1	15370
6110	0	15371
10631	0	15372
12335	0	15373
2957	1	15374
214	0	15375
10255	0	15201
6948	0	15376
562	0	15377
1132	0	15378
13480	1	15379
5879	1	15162
11590	0	14912
2753	1	15380
10617	0	15171
7244	0	15381
3574	0	15382
14885	0	15383
14141	0	15384
12215	1	15217
546	0	15385
13995	0	15386
2633	1	15088
13792	0	15387
4652	0	15388
9804	0	15389
3523	0	15390
8808	1	15299
11878	0	15391
12719	0	14991
8867	0	15392
2533	0	15393
12694	0	15394
1011	1	15133
9446	1	15395
5505	0	15396
8266	0	15397
11442	0	15398
991	1	14926
9294	0	15005
5545	0	15399
329	3	15400
8412	0	15401
14134	0	15402
7885	0	15403
9024	0	14964
13696	1	15363
6894	0	15404
6768	0	15405
13103	0	15406
13205	1	15407
14358	1	14965
14697	0	15408
5001	1	15380
1550	0	15409
592	1	15233
4804	0	15410
4862	0	15411
2800	0	15412
1006	0	15413
14172	0	15414
581	0	15415
7590	0	15416
14612	0	15417
1079	1	15418
11457	0	15419
10565	0	15420
1204	0	15421
326	0	15422
4228	1	15423
14599	1	15424
10740	0	15425
14321	0	15426
1104	0	15427
14162	1	15428
13721	0	15429
12989	1	15088
174	0	15220
3926	1	15299
3287	0	15430
4361	0	15431
14149	1	15102
1987	0	15432
5903	2	15433
4544	0	15434
1364	0	15276
3686	0	15435
13153	0	15436
13315	0	15437
9312	0	15438
9019	0	15439
13999	0	15440
9147	0	15441
9910	1	15442
3537	0	15443
15444	0	15445
12811	0	15446
2739	0	15447
3755	0	15448
9062	0	15449
13886	0	15450
12031	0	15451
12	0	15452
6629	0	15453
11859	0	15454
3557	0	14956
12781	2	14931
14267	0	15455
5029	0	15456
2611	0	15031
9352	0	15457
10143	0	15458
6936	1	15459
11480	0	15460
1475	2	15461
692	2	14924
13725	0	15462
1374	1	15133
13984	0	15463
6550	0	15464
288	0	15465
13892	0	15005
7405	0	15466
14100	0	15467
6461	2	15468
8397	0	15469
13122	0	15470
14627	0	15471
2549	1	15472
13452	0	15473
2561	0	15474
9237	0	15475
180	0	15476
7059	2	14927
12978	0	15477
5492	1	15478
13475	0	15479
9143	0	15480
633	1	15481
13101	0	15482
2405	0	15483
12089	0	15484
5801	0	15485
4283	3	15486
7272	0	15487
13586	0	15488
1964	1	15233
54	0	15489
10236	0	15490
1314	0	15306
819	1	15165
1622	0	15491
2520	0	15492
1759	0	15493
14671	1	14926
5796	1	15494
3892	0	15495
4439	0	15496
11040	1	15497
4226	0	15498
10564	0	15499
14005	0	15500
10411	0	15501
1959	0	15502
13777	0	15503
7483	2	14927
11626	0	15504
13062	2	14924
9425	1	15418
5055	0	15505
13163	0	15506
8988	1	15507
6795	0	15508
11035	1	15509
13225	1	15510
14835	0	15511
12880	1	15072
11335	0	15512
11461	0	15513
3718	0	15514
5154	0	15515
9079	0	15516
701	1	15517
4596	0	15518
14539	0	15519
5932	0	15520
11441	0	15521
8632	0	15522
13772	0	15523
12370	0	15524
14731	1	15424
3289	1	15337
408	1	15269
6662	0	15525
11582	0	15464
11210	0	15526
10603	0	15527
9954	2	15528
6160	0	15529
5123	1	15407
14495	0	14917
5238	1	15530
1164	1	15133
10709	0	15531
864	2	14924
4948	0	15532
13732	0	14916
4384	0	15533
7687	0	15534
10579	1	15535
10589	0	15536
6093	0	15537
1491	1	15538
2035	0	15074
5262	0	15539
5911	0	15292
9310	1	15299
3827	0	15540
2292	0	15541
15542	1	15428
5634	0	15543
14038	0	15544
437	0	15545
6541	1	15233
10103	1	14926
8886	0	15546
8549	0	15547
13231	0	15548
3808	0	15549
14817	0	15550
2320	0	14989
3183	0	15348
3544	0	15551
1782	0	15552
4006	1	15262
5139	0	15553
7180	0	15554
5242	0	15555
11030	1	15556
2432	2	14924
12742	0	15557
13801	0	15558
7089	0	15559
10444	0	15560
7851	0	15561
549	0	15005
4465	0	15562
5216	1	15102
12336	0	15563
2923	0	15564
13814	0	15565
6644	0	15566
9597	0	15567
3726	1	15568
4537	0	15519
13307	0	15569
11641	0	15570
4699	0	15571
7050	0	15522
4263	0	15572
6423	0	15573
3232	0	15574
13632	0	15575
5952	0	15576
9146	0	15577
6658	0	15578
2119	0	15579
11245	1	15424
11955	0	15580
2496	0	15126
11922	0	15581
7092	0	15582
9260	1	15133
8659	2	15583
1125	0	15584
7691	0	15585
7701	0	15586
14528	0	15587
9071	3	15588
13337	1	15091
8522	0	15589
13239	0	15590
5738	0	15591
10528	0	15592
8036	0	15593
12721	0	15594
99	1	15595
9020	3	15596
3302	0	15597
8236	1	14923
10975	1	15598
9764	0	15599
11598	1	15600
5082	1	14998
11785	0	15601
3038	0	15602
6564	0	15348
4286	0	15603
8364	0	15604
1445	1	14998
1668	0	15605
10890	0	15606
7902	0	15607
2793	2	14931
10922	0	15608
12059	0	15609
7211	0	15610
14640	0	15611
4982	0	15452
1403	0	15612
725	0	15613
7739	0	15614
2801	0	15615
6154	1	15616
10131	0	15292
1945	0	15617
5314	0	15618
14881	0	15619
3488	1	14919
10201	1	15217
9901	1	15620
1342	1	15621
2766	0	15622
1071	2	14924
6249	3	15623
3699	0	15624
451	2	14924
13837	0	15625
2806	0	15626
9427	0	15627
4117	0	15628
8053	1	15629
14021	0	15630
9536	0	15631
13662	0	15632
3512	0	15633
4225	0	15107
3185	1	15165
10391	1	15133
14761	0	15634
323	0	15635
7944	1	15228
11982	0	15636
4385	0	15045
10699	0	15414
2	0	15637
6280	0	15261
771	0	15638
909	0	15605
13332	0	15639
14150	0	15640
8810	0	15641
7350	0	15642
7166	0	15643
13107	1	15644
11415	0	15614
494	0	15645
2987	1	15646
141	1	15647
3505	1	14939
4322	0	15648
9488	0	15649
8704	2	14924
13338	0	15650
8901	1	15651
12670	0	15652
5070	0	15653
4779	0	15256
5253	0	15654
14452	0	15655
3285	0	15656
6293	0	15657
8034	0	15658
5619	0	15659
12496	0	15045
397	0	15660
2488	0	15661
4512	0	15662
7679	0	15467
3336	2	14924
7806	0	15663
6282	0	15664
6221	0	15350
14111	0	15665
303	0	15666
13027	0	15667
13882	0	15005
6735	0	15668
12006	0	15669
4535	0	15670
12461	0	15671
5731	1	15672
9780	0	15673
6320	0	15674
11936	0	15675
12819	1	15676
10366	1	15088
9827	0	15677
5294	0	15678
442	0	15679
2125	0	15680
683	0	15681
5658	1	15682
2388	0	15683
12276	0	15684
14715	0	15685
8271	2	15686
13739	0	15687
4927	0	15688
4391	0	15196
8561	0	14997
11385	0	15689
6211	0	15690
9696	1	15099
4874	1	14965
10448	1	15299
9076	0	15289
5672	0	15691
11814	0	15692
12900	0	15693
8393	0	15694
5904	0	15695
154	0	15696
4988	1	14926
8045	0	15697
12675	0	15470
417	0	15698
50	0	15699
9777	0	15700
14018	0	15701
1747	0	15590
548	1	14926
13623	0	15702
5713	0	15703
3817	0	15704
15705	0	15706
7194	0	15475
6754	1	15707
14801	1	15708
14116	0	15709
9118	0	15710
8181	0	15711
10144	1	15217
1770	0	15712
580	0	15713
2382	1	15043
761	1	15243
5369	1	15714
13374	0	15715
2419	3	15716
2755	0	15717
1616	0	15718
4880	0	15719
8937	0	15720
2713	0	15721
5631	0	15722
11991	0	15723
12768	0	15724
4131	0	15725
5835	0	15726
2504	0	15727
6369	0	15728
14123	0	15729
14906	0	15730
14557	0	15731
1813	0	15732
4340	0	15733
11165	0	15734
10534	0	15614
3581	0	15735
11769	1	15736
13085	0	15737
12703	0	15738
4643	0	15739
420	0	15740
2724	0	15054
14349	0	15741
13317	1	15165
11715	1	15380
2348	0	15742
1935	0	15743
9667	1	15744
7369	0	15745
560	0	15746
11679	0	15747
7130	0	15748
974	0	15749
4140	0	15750
5009	0	15751
2677	0	15752
14618	1	15753
5219	1	15337
8633	0	14948
7881	0	15754
3692	1	15755
8183	1	14939
8918	0	15756
1246	1	15757
5	0	15758
3635	3	15759
2558	1	15760
711	0	15761
12922	0	15762
464	1	14976
10167	0	15763
5291	0	15764
141	0	15765
6849	0	15766
7704	1	15133
3450	1	15714
8629	2	15528
8629	1	15363
14417	1	15767
13274	1	14939
7315	0	15768
8573	0	15769
4876	0	15290
9461	0	15770
6703	1	15568
13071	1	15072
8392	0	15771
9757	0	15772
9042	0	15773
6892	1	15517
11568	0	15774
13497	0	15619
6682	0	15775
5232	1	14923
6335	0	15555
11785	1	15776
14301	0	15777
13224	0	15045
1780	0	15778
485	0	15779
12687	1	15087
11860	0	15780
11499	1	15078
6904	0	15781
14104	0	15224
2269	0	15782
13637	0	15783
10456	1	15568
11769	0	15784
1698	1	15785
9679	0	15265
988	0	15786
5270	0	15787
273	1	14923
4861	0	15788
12741	0	15789
7214	0	15790
6010	1	15102
5678	0	15218
13677	0	15791
3406	0	15792
12227	0	15793
10804	0	15257
3308	1	15794
6614	0	15795
8508	1	15568
3110	0	15414
7476	2	15796
2199	0	15797
8585	0	15798
1192	0	15799
1010	0	15800
3689	0	15801
10854	0	15802
6122	0	15607
13198	1	14976
6705	0	15803
5965	0	15804
2393	0	15805
1778	0	15347
14732	1	15233
4819	0	15806
10273	0	15031
6148	0	15273
1548	0	15807
12598	1	15556
5032	0	15808
6456	0	15809
3427	0	15810
3241	1	15811
10493	0	15812
13604	0	15813
10245	0	15814
3825	0	15815
8550	0	15816
12385	0	15817
10892	1	15818
11361	1	15363
8370	0	15819
6714	1	15820
6712	0	15422
7153	0	15821
6569	0	15822
1676	0	15823
14657	0	15824
12266	0	15825
6286	0	15826
9851	0	15827
5360	0	15828
4386	0	15829
3421	0	15830
2595	0	15831
9282	0	15832
5085	0	15833
1000	0	15834
5719	0	15835
7605	0	15836
6317	0	15837
6339	0	15838
2020	1	15707
8294	0	15839
13867	0	15840
14844	0	15841
3381	0	15842
5888	0	15843
13459	0	15054
7752	0	15844
3918	0	15845
13286	0	15846
3888	0	15347
5182	0	15005
13547	0	15748
1748	0	15847
14028	0	15848
7829	2	15849
13255	0	15850
2891	0	15851
11337	0	15852
12575	0	15853
7900	0	15854
2764	1	14926
6693	1	15556
2654	0	15855
1837	1	15133
9339	0	15856
11419	0	15857
5087	0	14910
2771	0	15858
9063	1	15168
9878	0	15859
9184	1	15363
5889	1	14923
3770	0	15860
3726	0	15485
5734	1	15861
8612	0	15862
7035	0	15863
13980	0	15864
12173	1	15507
1454	0	15865
12153	0	15866
5475	0	15867
11856	0	15868
6196	0	15869
5081	0	15870
4299	0	15309
2941	0	15871
12940	0	15872
1887	0	15873
4580	0	15289
12773	0	15874
4567	0	15875
10801	0	15490
2707	2	14931
14890	1	15876
2946	0	15877
6992	0	15878
222	0	15879
6798	0	15880
4245	0	15881
10	0	15882
720	0	15883
848	0	15112
10193	1	15884
14115	0	15467
9013	0	15885
12448	0	15551
4794	0	15886
12568	1	14923
14871	0	15887
2685	0	15888
8152	0	15889
4296	0	15890
9794	0	15891
13440	0	15892
10913	0	15414
7026	1	15893
12237	0	15894
10033	0	15895
12416	0	15896
11797	0	15897
13515	0	15898
7287	0	15899
4649	0	15900
1886	0	15901
2671	0	15902
6252	0	15903
230	2	14924
1686	0	15904
12180	0	15520
696	1	15361
1240	0	15905
6466	0	15906
13992	1	15907
3886	0	15908
9561	0	15909
10380	0	15910
12195	0	15911
3866	1	15380
9261	0	15912
5021	0	15699
1241	0	15913
3308	2	15914
6377	1	15168
10772	0	15915
6886	1	15916
13126	1	14998
9508	0	15917
7463	0	15918
13204	0	15919
13233	0	15920
3693	2	14924
12891	1	15134
9690	0	15921
638	0	15121
13354	1	15922
12453	0	15923
3956	0	15312
14529	0	15924
662	0	15925
8139	0	15723
1435	0	15926
13482	1	15927
3048	0	15005
2049	1	15928
1950	1	15929
3477	1	15930
12911	0	15305
533	0	15931
9837	0	15932
7903	0	15933
10540	0	14961
103	0	15934
501	0	15434
11390	0	15935
3869	0	15815
11893	0	15936
2575	0	15711
8436	1	15937
2597	0	15938
12397	0	15939
3793	0	15940
10447	0	15941
14800	0	15942
13407	0	15943
3597	0	15944
8927	0	15945
377	1	15091
4937	0	14964
959	0	15946
5097	0	15947
8977	0	15948
14540	0	15949
10149	1	15283
14023	0	15950
8719	1	15568
3316	0	15301
7137	0	15951
10707	2	14931
5924	0	15952
4359	1	15953
6178	1	15954
11052	1	15955
1160	0	15956
9965	0	15957
12229	0	15958
13386	1	15959
6819	0	15960
8100	0	15961
5222	0	15766
10250	1	14921
8641	0	15962
8121	0	15963
5278	0	15964
3118	0	15965
10945	0	15966
1707	0	15967
6530	0	15968
509	0	15969
6793	0	15970
4839	1	15682
2388	1	14998
14302	0	15971
6023	0	15305
2377	1	15972
13478	0	15973
9075	0	15974
2865	0	15975
8767	0	15976
8375	0	15977
12060	0	15978
3830	0	15979
8343	0	15005
14900	0	15490
9372	1	15980
3428	0	15981
5030	0	15982
6416	0	15983
5925	0	15984
4902	1	15363
6404	1	14921
10077	0	15985
7901	3	15986
14297	1	15987
2120	0	15988
11621	1	15299
14660	0	15989
11226	0	15990
13498	0	15991
4619	1	15133
82	3	15992
1086	0	15993
15994	0	15995
537	1	15262
6392	0	15996
12621	0	15295
2551	0	15997
13809	0	15998
10379	0	15999
9912	0	16000
6720	1	14926
8416	0	16001
3584	1	16002
2642	0	15457
1835	0	16003
10859	1	16004
7212	1	15987
5684	1	16005
10604	0	16006
3500	0	16007
11430	0	16008
3673	0	16009
14903	0	16010
14088	0	16011
3617	0	14993
11235	0	16012
5548	0	15399
3439	0	16013
9484	1	14976
11359	0	16014
6226	2	14924
10233	0	16015
10022	0	16016
849	0	16017
10408	1	16018
3800	0	14964
6437	1	15269
858	0	16019
5898	1	15165
10918	0	15701
3258	0	16020
1443	0	16021
14745	0	16022
1007	1	16023
6765	0	16024
5071	0	16025
10724	0	16026
12130	0	16027
822	0	16028
14379	0	15921
12176	0	16029
3702	0	16030
5342	0	16031
2840	0	15915
10687	0	16032
6769	0	16033
10034	0	16034
7484	0	16035
14692	0	16036
948	0	16037
3370	1	15428
10378	0	16038
3132	0	16039
13280	0	16040
3957	0	15312
5356	0	15765
1107	0	16041
5824	0	16042
1867	0	16043
1796	0	16044
13544	0	16045
13311	0	16046
11382	0	16047
2915	0	16048
3134	0	16049
5511	2	14927
949	0	16050
5727	0	16051
2060	2	16052
1355	0	16053
14853	0	15348
11029	0	16054
9604	1	16055
12905	0	16056
4848	0	16057
2705	0	16058
12013	0	16059
11428	0	16060
5246	0	16061
14779	0	16062
302	1	16063
9619	0	16064
12343	1	15165
8059	0	16065
11249	1	16066
5757	1	16067
9949	0	16068
2402	0	16069
2717	0	14992
9663	0	15798
598	0	16070
13492	0	16071
2746	0	16072
14806	1	14926
936	0	16073
13202	1	15165
4292	0	15394
11313	0	16074
11665	2	14927
9023	1	16075
3235	0	16076
14788	0	16077
5863	0	15036
600	1	15428
8466	0	16078
126	1	16079
1784	1	15269
10404	0	16080
6503	1	16081
8893	0	16082
10219	0	16083
12172	0	16084
1604	0	16085
9468	0	15641
921	0	16086
7262	0	16087
11810	0	16088
8028	0	16089
13427	0	16090
13535	0	16091
4330	0	16092
9257	0	16093
12330	0	16094
3218	0	16095
10836	0	16096
14050	0	16006
4122	0	16097
10036	0	16098
10934	0	15005
13521	0	15257
5525	0	16099
4288	0	16100
2485	0	16101
12874	0	16102
10698	0	16103
11509	0	15005
1268	1	16104
408	0	16105
3173	0	15719
3173	1	16106
7148	0	16107
1761	0	16108
2936	0	16109
2507	1	15714
4864	0	16110
9809	0	15467
10430	0	16111
671	0	16112
8947	0	16113
1532	0	14916
8405	0	16114
5730	1	16115
14371	0	15570
10838	0	15038
4095	0	16116
2408	0	16117
1584	0	16118
9933	0	16119
13264	1	15363
12689	0	16120
6329	0	16121
2293	0	16122
12167	0	16123
2943	0	16124
10975	0	16125
820	0	16126
1731	0	16127
11744	0	16128
1373	0	16129
7026	2	14927
5144	0	16130
7195	0	15690
7579	0	16131
13439	0	16132
12085	1	16133
11846	0	16134
6507	1	16135
1690	0	16136
1744	0	16137
8709	0	15812
1085	0	16138
455	0	15630
10873	0	16139
14503	0	16140
1033	0	16141
4497	0	16142
4274	0	14961
3458	1	15363
14454	0	16143
2111	1	15363
4991	0	16144
11520	0	16145
10345	0	15491
5407	2	14924
6847	3	16146
6895	1	15337
14568	0	16147
3073	0	16148
5277	0	16149
11270	0	16150
7116	1	15091
3906	0	16151
8315	0	16152
13860	1	14921
2349	0	16153
3862	1	15651
11651	0	16154
1030	0	16155
6975	0	16156
7763	0	16157
8989	0	16158
13757	0	16159
8348	0	16160
14027	0	16161
8025	0	16162
1667	0	16163
12945	2	14924
10757	0	16164
8425	1	15651
8689	0	16165
2452	0	16166
4183	0	15540
4788	0	16167
6652	0	15106
10539	0	16168
2433	2	15528
9013	1	15088
3824	0	16169
3407	0	16170
11399	0	16171
4840	0	15585
10446	0	16172
624	0	16173
9493	0	16031
7846	0	16174
8040	0	16175
8117	1	15133
962	1	14921
10688	0	16176
2937	0	16177
12045	1	15217
3371	2	15461
1005	0	16178
9944	0	16179
3509	0	15357
13844	0	15885
1828	0	16180
13220	0	16086
4913	0	14962
14337	0	16181
13991	0	16182
12150	0	16183
13799	0	16184
7570	1	16185
2957	0	16186
12181	0	16187
9633	1	15629
215	0	16188
8042	0	16189
8564	0	15005
11715	0	16190
1513	0	16191
10008	1	16192
1846	1	15162
4156	1	15629
13412	0	16193
7812	0	15912
7748	0	15232
5980	0	16039
12713	0	16194
1706	0	16195
1129	0	16196
12240	0	15614
14457	0	16197
664	0	16198
1650	1	15644
14139	0	16199
9752	1	16200
2285	0	16201
519	0	15193
3238	0	15169
12558	0	16202
3324	0	16203
940	0	16204
1324	0	16205
13642	0	16206
13653	0	16207
5018	0	15346
4916	0	16208
3711	2	16209
7169	0	16210
3719	1	16211
6	1	16212
6012	0	16213
8656	1	15363
1789	0	16214
11636	0	16215
11224	0	16216
7683	1	14998
745	1	15714
1317	0	16217
8446	0	15054
8992	0	16218
6973	0	16219
13969	0	16220
6899	0	16221
12671	0	16222
2701	2	16223
5556	2	14924
7905	0	16224
2564	0	16225
1001	1	15707
1176	0	16226
217	2	15461
6004	1	16227
14516	2	14927
8960	0	16228
2425	0	16229
421	0	16230
1736	0	16231
8313	0	16232
13395	0	16233
7511	0	16234
10464	0	16235
9380	1	15217
10317	0	16236
8731	1	15380
819	3	16237
7410	0	16238
12882	0	16239
4300	0	15090
13552	1	15162
3191	1	16240
6989	1	16241
97	0	16242
1331	0	16243
6361	0	16001
7635	1	15046
9163	0	16244
3789	0	16245
12825	0	16246
3136	0	16247
13403	6	16248
2748	0	16249
14580	1	15530
7957	0	16250
2560	0	16251
3059	0	16252
151	0	15313
9043	2	14927
2309	1	15568
12781	0	16253
9711	1	15000
13195	0	16254
8626	1	15190
4413	0	16255
7647	0	16256
5552	0	16257
1811	0	16258
10987	1	15517
10965	0	15842
7251	2	14924
5624	0	15150
3779	0	16259
7328	0	16260
3082	0	16261
1936	0	15617
13798	0	16262
3333	0	15865
8235	3	16263
7241	0	16264
9517	1	14976
14251	0	16265
8652	0	16266
2123	1	16267
7701	1	16268
4014	0	15347
5728	0	16269
12344	0	16270
14602	0	15918
8213	0	16271
7562	1	15380
14403	0	16272
5494	2	14924
4963	0	16166
5436	0	16021
8744	3	16273
5923	0	16274
12803	0	16275
10474	1	15980
8089	1	15138
12430	0	16276
4348	1	15233
4886	0	16047
703	0	16277
3874	0	16278
8887	0	16279
8799	1	14965
10303	0	16280
4004	0	16281
13325	1	16282
3070	3	16283
1879	0	16284
1117	1	14998
7018	0	16285
2628	0	16286
10593	0	16287
11660	0	15009
240	0	16179
6101	0	16288
9145	0	16289
718	1	16290
12579	0	15713
4983	0	16291
14402	0	15865
5651	0	16292
9022	3	16293
7209	0	16294
2641	2	15528
3299	0	16295
10643	0	16296
